"MSSubClass","MSZoning","LotArea","LotShape","LandContour","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageCars","GarageArea","GarageQual","PavedDrive","MoSold","YrSold","SalePrice"
30,"RM",8100,"Reg","Lvl","OldTown","Norm","Norm","1Fam","1Story",5,6,1948,1973,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","BrkTil",4,"TA","Rec","Unf",1221,1559,"GasA","Gd","Y","SBrkr",1559,0,0,1559,1,0,1,0,2,1,4,5,"Min2",0,"Detchd",2,812,"TA","Y",6,2007,153500
160,"RM",1680,"Reg","Lvl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","BLQ","Unf",153,483,"GasA","TA","Y","SBrkr",483,504,0,987,1,0,1,1,2,1,4,5,"Typ",0,"Detchd",1,264,"TA","Y",11,2008,100000
20,"RL",9525,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1995,2006,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",3,"TA","Unf","Unf",1099,1099,"GasA","Ex","Y","SBrkr",1099,0,0,1099,0,0,1,1,3,1,3,6,"Typ",0,"Attchd",1,352,"TA","Y",6,2008,144000
50,"RL",11767,"Reg","Lvl","Edwards","Norm","Norm","1Fam","1.5Fin",5,6,1946,1995,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","BLQ","Unf",416,768,"GasA","Ex","Y","SBrkr",768,432,0,1200,0,0,1,0,3,1,4,6,"Typ",0,"Detchd",1,240,"TA","Y",5,2008,130500
70,"RH",12155,"IR1","Lvl","SWISU","Norm","Norm","1Fam","2Story",6,8,1925,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","BrkTil",4,"TA","BLQ","Unf",516,672,"GasA","TA","N","SBrkr",810,672,0,1482,0,0,2,0,4,1,2,7,"Typ",0,"Detchd",1,400,"TA","P",3,2008,140000
70,"RM",10440,"Reg","Lvl","OldTown","Norm","Norm","1Fam","2Story",5,8,1904,2002,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","PConc",4,"TA","Unf","Unf",650,650,"GasA","Gd","Y","SBrkr",958,581,0,1539,0,0,2,0,3,1,3,8,"Typ",1,"Detchd",2,686,"Gd","P",6,2008,157500
80,"RL",9020,"Reg","Lvl","NAmes","Norm","Norm","1Fam","SLvl",6,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","Rec","ALQ",276,1127,"GasA","TA","Y","SBrkr",1165,0,0,1165,1,0,1,1,3,1,4,6,"Typ",0,"Attchd",2,490,"Gd","Y",5,2008,174900
90,"RL",8000,"Reg","Lvl","NAmes","Artery","Norm","Duplex","1Story",5,4,1961,1961,"Gable","CompShg","BrkFace","BrkFace","None",4,"TA","CBlock",4,"TA","Unf","Unf",1800,1800,"GasA","Ex","N","SBrkr",1800,0,0,1800,0,0,2,0,6,2,4,10,"Typ",0,NA,0,0,NA,"Y",7,2007,141000
50,"RM",12665,"IR1","Lvl","OldTown","Artery","Norm","1Fam","1.5Fin",5,8,1915,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","BrkTil",4,"TA","Unf","Unf",876,876,"GasA","Gd","Y","SBrkr",876,540,0,1416,0,0,1,1,4,1,4,7,"Typ",1,"Detchd",3,720,"TA","Y",6,2008,153900
85,"RL",16647,"IR1","Lvl","Sawyer","RRAe","Norm","1Fam","SFoyer",5,5,1975,1981,"Gable","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",3,"TA","ALQ","Unf",0,1390,"GasA","TA","Y","SBrkr",1701,0,0,1701,1,0,2,0,3,1,4,6,"Min2",2,"Basment",2,611,"TA","Y",1,2007,171000
60,"RL",9317,"Reg","Lvl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",3,"TA","PConc",3,"TA","ALQ","Unf",227,740,"GasA","Ex","Y","SBrkr",1006,769,0,1775,1,0,2,1,3,1,3,7,"Typ",1,"Attchd",2,425,"TA","Y",7,2009,213000
20,"RL",15523,"IR1","Lvl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1972,1972,"Gable","CompShg","HdBoard","Plywood","None",4,"TA","CBlock",4,"TA","BLQ","Unf",404,864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,4,5,"Typ",1,"Attchd",1,338,"TA","Y",8,2009,133500
50,"RL",45600,"IR2","Bnk","ClearCr","Norm","Norm","1Fam","1.5Fin",6,8,1908,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","BrkTil",4,"TA","Unf","Unf",907,907,"GasA","TA","Y","SBrkr",1307,1051,0,2358,0,0,3,0,5,1,4,10,"Typ",1,"Detchd",2,360,"Fa","Y",9,2008,240000
80,"RL",9600,"Reg","Lvl","Veenker","Feedr","Norm","1Fam","SLvl",6,7,1976,1994,"Hip","CompShg","Plywood","Plywood","BrkFace",3,"Gd","CBlock",4,"TA","Unf","Unf",528,528,"GasA","Ex","Y","SBrkr",1094,761,0,1855,0,0,2,1,3,1,4,7,"Typ",1,"Attchd",2,512,"TA","Y",8,2007,187000
120,"RM",4435,"Reg","Lvl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",189,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,3,3,"Typ",0,"Attchd",2,420,"TA","Y",11,2007,131500
120,"RL",3196,"Reg","Lvl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","Unf","Unf",1273,1273,"GasA","Ex","Y","SBrkr",1456,0,0,1456,0,0,2,0,2,1,3,7,"Typ",1,"Attchd",2,400,"TA","Y",5,2006,215000
75,"RL",7128,"Reg","Lvl","Crawfor","Norm","Norm","1Fam","2.5Unf",7,5,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",4,"Gd","CBlock",4,"TA","Rec","Unf",554,918,"GasA","Gd","Y","SBrkr",918,728,0,1646,0,0,2,0,4,1,4,7,"Typ",2,"Detchd",1,240,"TA","Y",8,2007,164000
80,"RL",12095,"IR1","Lvl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1964,1964,"Gable","CompShg","MetalSd","HdBoard","BrkFace",4,"Gd","CBlock",4,"TA","Rec","Unf",563,1127,"GasA","TA","Y","SBrkr",1445,0,0,1445,0,0,1,1,3,1,4,7,"Typ",1,"Attchd",2,645,"TA","Y",8,2009,158000
20,"RL",17920,"Reg","Lvl","Sawyer","Norm","Norm","1Fam","1Story",5,4,1955,1974,"Hip","CompShg","Wd Sdng","Plywood","None",4,"TA","CBlock",4,"TA","ALQ","Rec",372,1763,"GasA","TA","Y","SBrkr",1779,0,0,1779,1,0,1,1,3,1,4,6,"Typ",1,"Attchd",2,454,"TA","Y",7,2006,170000
20,"RL",6897,"IR1","Lvl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1962,2010,"Gable","CompShg","HdBoard","HdBoard","None",4,"Gd","CBlock",4,"TA","ALQ","Unf",381,1040,"GasA","Ex","Y","SBrkr",1040,0,0,1040,1,0,1,1,3,1,4,6,"Typ",0,"Detchd",1,260,"TA","Y",4,2010,127000
80,"RL",10970,"IR1","Low","CollgCr","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg","Plywood","HdBoard","None",4,"TA","CBlock",3,"Gd","GLQ","LwQ",0,940,"GasA","TA","Y","SBrkr",1026,0,0,1026,1,0,1,0,3,1,4,5,"Typ",0,"Detchd",2,576,"TA","Y",10,2008,147000
60,"RL",8125,"Reg","Lvl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1994,1995,"Gable","CompShg","HdBoard","HdBoard","None",4,"TA","PConc",3,"TA","Unf","Unf",702,702,"GasA","Gd","Y","SBrkr",702,779,0,1481,0,0,2,1,3,1,4,6,"Typ",1,"Attchd",2,343,"TA","Y",3,2009,174000
20,"RL",10400,"Reg","Lvl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",3,"TA","Unf","Unf",1090,1090,"GasA","TA","Y","SBrkr",1370,0,0,1370,0,0,2,0,3,1,4,6,"Typ",1,"Attchd",2,479,"TA","Y",6,2009,152000
60,"RL",11029,"IR1","Lvl","NWAmes","PosA","Norm","1Fam","2Story",6,7,1968,1984,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","BLQ","Unf",435,1054,"GasA","TA","Y","SBrkr",1512,1142,0,2654,1,0,2,1,4,1,3,9,"Typ",1,"Attchd",2,619,"TA","Y",8,2006,250000
50,"RL",7642,"Reg","Lvl","Crawfor","Norm","Norm","1Fam","1.5Fin",7,8,1918,1998,"Gable","CompShg","Wd Sdng","Wd Sdng","None",3,"TA","BrkTil",4,"TA","Unf","Unf",912,912,"GasA","Gd","Y","SBrkr",912,514,0,1426,0,0,1,1,3,1,3,7,"Typ",1,"Detchd",1,216,"TA","Y",6,2007,189950
190,"RL",11625,"Reg","Lvl","Sawyer","Norm","Norm","2fmCon","1Story",5,4,1965,1965,"Hip","CompShg","Plywood","HdBoard","None",4,"TA","PConc",4,"TA","BLQ","Unf",198,1039,"GasA","Ex","Y","SBrkr",1039,0,0,1039,1,0,1,1,3,1,4,6,"Typ",0,"Attchd",2,504,"TA","Y",4,2010,131500
20,"RL",9672,"Reg","Lvl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1984,1985,"Hip","CompShg","HdBoard","Plywood","None",4,"TA","PConc",3,"TA","GLQ","Unf",702,1040,"GasA","TA","Y","SBrkr",1097,0,0,1097,0,0,2,0,3,1,4,6,"Typ",0,"Attchd",2,480,"TA","Y",5,2010,152000
20,"RL",7931,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","BrkFace","Plywood","None",4,"TA","CBlock",4,"TA","BLQ","Unf",0,1148,"GasA","TA","Y","SBrkr",1148,0,0,1148,1,0,1,0,3,1,4,6,"Typ",0,"Attchd",1,672,"TA","Y",7,2009,132500
20,"FV",8640,"Reg","Lvl","Somerst","Norm","Norm","1Fam","1Story",7,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",1,"TA","Unf","Unf",1372,1372,"GasA","Ex","Y","SBrkr",1372,0,0,1372,0,0,2,0,3,1,3,6,"Typ",0,"Attchd",2,529,"TA","Y",5,2008,250580
20,"RL",8750,"IR1","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,6,1970,1970,"Gable","CompShg","MetalSd","MetalSd","BrkFace",4,"TA","CBlock",4,"TA","BLQ","Unf",174,1002,"GasA","TA","Y","SBrkr",1002,0,0,1002,1,0,1,0,3,1,4,5,"Typ",0,"Detchd",2,902,"TA","Y",8,2009,148500
20,"RL",10656,"IR1","HLS","Timber","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","Unf","Unf",1638,1638,"GasA","Ex","Y","SBrkr",1646,0,0,1646,0,0,2,0,3,1,3,6,"Typ",1,"Attchd",3,870,"TA","Y",11,2007,248900
20,"RL",6970,"Reg","Lvl","Sawyer","Feedr","Norm","1Fam","1Story",4,5,1961,1961,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","CBlock",4,"TA","ALQ","Unf",108,1040,"GasA","TA","Y","SBrkr",1120,0,0,1120,1,0,1,1,3,1,2,5,"Typ",0,"Attchd",2,544,"TA","Y",5,2007,129000
60,"RL",14762,"IR2","Lvl","Gilbert","Feedr","Norm","1Fam","2Story",5,6,1948,1950,"Gable","CompShg","Plywood","Plywood","None",4,"TA","Slab",3.26141953619115,NA,NA,NA,0,0,"GasA","Gd","Y","SBrkr",1547,720,53,2320,0,0,2,0,2,1,4,7,"Typ",1,"Attchd",2,672,"TA","P",5,2006,169000
60,"RL",9938,"Reg","Lvl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1994,"Gable","CompShg","MetalSd","MetalSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",300,1050,"GasA","Ex","Y","SBrkr",1062,887,0,1949,1,0,2,1,3,1,3,8,"Typ",1,"Attchd",2,574,"TA","Y",6,2010,236000
20,"RL",6600,"Reg","Lvl","NAmes","PosN","Norm","1Fam","1Story",5,5,1962,1962,"Hip","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","Unf","Unf",894,894,"GasA","Gd","N","SBrkr",894,0,0,894,0,0,1,0,2,1,4,5,"Typ",0,"Detchd",1,308,"TA","Y",8,2009,109500
60,"RL",8750,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",4,"TA","PConc",3,"TA","GLQ","Unf",299,804,"GasA","Ex","Y","SBrkr",804,878,0,1682,0,0,2,1,3,1,3,7,"Typ",0,"Attchd",2,523,"TA","Y",6,2010,200500
20,"RL",8892,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,7,1953,1996,"Gable","CompShg","WdShing","Wd Shng","None",3,"TA","Stone",4,"TA","Unf","Unf",105,105,"GasA","Gd","Y","SBrkr",910,0,0,910,0,0,1,0,3,1,3,5,"Typ",0,"Attchd",2,414,"TA","Y",10,2008,116000
40,"RL",12144,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,7,1949,1950,"Gable","CompShg","HdBoard","HdBoard","None",3,"TA","CBlock",4,"TA","Rec","Unf",457,832,"GasA","Gd","Y","SBrkr",1036,0,232,1268,0,0,1,0,3,1,4,6,"Typ",1,"Attchd",1,288,"TA","Y",9,2009,133000
50,"RM",5720,"Reg","Lvl","OldTown","Artery","Norm","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","CBlock",4,"TA","Unf","Unf",676,676,"GasA","Ex","Y","SBrkr",676,455,0,1131,0,0,1,1,3,1,4,5,"Typ",0,"Detchd",1,200,"TA","Y",8,2009,66500
60,"FV",9000,"Reg","Lvl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","CemntBd","CmentBd","None",3,"TA","PConc",3,"TA","GLQ","Unf",1120,1184,"GasA","Ex","Y","SBrkr",1184,1426,0,2610,0,0,2,1,4,1,1,11,"Typ",1,"BuiltIn",2,550,"TA","Y",8,2007,303477
20,"RL",25286,"Reg","HLS","Mitchel","Norm","Norm","1Fam","1Story",4,5,1963,1963,"Gable","CompShg","HdBoard","Plywood","None",4,"TA","PConc",4,"TA","ALQ","Unf",431,1064,"GasA","Gd","Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,4,5,"Typ",0,"Attchd",2,648,"TA","Y",1,2007,132250
60,"RL",8834,"Reg","Lvl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",1,"TA","GLQ","Unf",292,1462,"GasA","Ex","Y","SBrkr",1462,762,0,2224,1,0,2,1,4,1,1,10,"Typ",1,"Attchd",3,738,"TA","Y",6,2009,350000
85,"RL",11782,"IR1","Lvl","Sawyer","Norm","Norm","1Fam","SFoyer",5,7,1961,1995,"Gable","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",4,"TA","ALQ","Unf",210,1109,"GasA","TA","Y","SBrkr",1155,0,0,1155,1,0,1,0,3,1,3,6,"Min2",0,"Detchd",2,576,"TA","Y",6,2010,148000
20,"RL",7000,"IR1","Lvl","CollgCr","Norm","Norm","1Fam","1Story",5,8,1978,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"Gd","CBlock",4,"TA","ALQ","Unf",218,864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,4,6,"Typ",0,"Attchd",1,336,"TA","Y",7,2009,136500
20,"RL",7024,"Reg","Lvl","Edwards","Norm","Norm","1Fam","1Story",5,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",1,"Gd","ALQ","Unf",110,1090,"GasA","Gd","Y","SBrkr",1090,0,0,1090,1,0,1,1,2,1,4,5,"Typ",0,"Attchd",2,450,"TA","Y",6,2007,157000
50,"RL",13758,"IR1","Lvl","Timber","Norm","Norm","1Fam","1.5Fin",7,5,1990,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",3,"Gd","CBlock",3,"TA","LwQ","Unf",254,1156,"GasA","Ex","Y","SBrkr",1187,530,0,1717,0,0,2,1,3,1,3,7,"Typ",1,"Attchd",2,400,"TA","Y",4,2007,187500
60,"RL",9636,"IR1","Lvl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1992,1993,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",3,"TA","Unf","Unf",808,808,"GasA","Gd","Y","SBrkr",808,785,0,1593,0,0,2,1,3,1,4,7,"Typ",1,"BuiltIn",2,389,"TA","Y",12,2009,178000
75,"RL",6204,"Reg","Bnk","SWISU","Norm","Norm","1Fam","2.5Fin",4,5,1912,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",3,"TA","PConc",4,"Fa","Unf","Unf",795,795,"GasA","TA","N","SBrkr",954,795,481,2230,1,0,1,0,5,1,4,10,"Typ",0,"Detchd",1,440,"TA","Y",3,2006,118500
20,"RL",7150,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","BLQ","Unf",460,892,"GasA","TA","Y","SBrkr",892,0,0,892,0,0,1,0,3,1,4,5,"Typ",0,"Attchd",1,288,"TA","Y",7,2009,100000
120,"FV",5119,"IR1","Lvl","Somerst","Norm","Norm","TwnhsE","1Story",9,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",3,"TA","PConc",1,"TA","GLQ","Unf",460,1698,"GasA","Ex","Y","SBrkr",1709,0,0,1709,1,0,2,0,2,1,3,5,"Typ",1,"Attchd",2,506,"TA","Y",1,2008,328900
90,"RL",8393,"Reg","Lvl","NAmes","Norm","Norm","Duplex","1Story",5,5,1959,2005,"Gable","CompShg","MetalSd","MetalSd","BrkFace",4,"TA","CBlock",4,"TA","LwQ","Unf",1098,1626,"GasA","Ex","Y","SBrkr",1712,0,0,1712,0,0,2,0,4,2,4,8,"Typ",0,"Attchd",2,588,"TA","Y",6,2006,145000
50,"RL",16466,"IR1","Lvl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",4,"Gd","PConc",4,"TA","Unf","Unf",816,816,"GasA","TA","Y","SBrkr",872,521,0,1393,0,0,1,1,3,1,4,8,"Typ",0,"Attchd",1,300,"TA","Y",4,2008,135500
20,"RL",15865,"IR1","Lvl","NAmes","Norm","Norm","1Fam","1Story",8,6,1970,1970,"Flat","Tar&Grv","Wd Sdng","Wd Sdng","None",3,"Gd","PConc",4,"Gd","ALQ","Rec",1043,2217,"GasA","Ex","Y","SBrkr",2217,0,0,2217,1,0,2,0,4,1,3,8,"Typ",1,"Attchd",2,621,"TA","Y",10,2007,268000
20,"RL",12160,"Reg","Lvl","NAmes","Feedr","Norm","1Fam","1Story",6,4,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",4,"TA","CBlock",4,"TA","BLQ","Unf",481,1505,"GasA","Ex","Y","SBrkr",1505,0,0,1505,1,0,1,0,2,1,4,6,"Typ",1,"Attchd",2,505,"TA","Y",2,2009,149500
50,"RL",8064,"Reg","Lvl","NAmes","Artery","Norm","1Fam","1.5Fin",5,7,1949,2006,"Gable","CompShg","MetalSd","MetalSd","None",4,"Gd","CBlock",4,"TA","Unf","Unf",672,672,"GasA","Ex","Y","SBrkr",672,252,0,924,0,0,1,0,3,1,4,6,"Typ",1,"Detchd",2,576,"TA","Y",7,2007,122900
60,"RL",11184,"Reg","Lvl","Sawyer","Norm","Norm","1Fam","2Story",6,5,1978,1978,"Hip","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","LwQ","Rec",192,918,"GasA","Gd","Y","SBrkr",918,765,0,1683,0,0,2,1,3,1,4,7,"Typ",1,"Attchd",2,440,"TA","Y",7,2009,172500
20,"RL",8414,"Reg","Lvl","Sawyer","Norm","Norm","1Fam","1Story",6,8,1963,2003,"Hip","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",4,"TA","GLQ","Unf",396,1059,"GasA","TA","Y","SBrkr",1068,0,0,1068,0,1,1,0,3,1,4,6,"Typ",0,"Attchd",1,264,"TA","Y",2,2006,154500
20,"RL",13284,"Reg","Lvl","Sawyer","PosN","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Plywood","None",4,"TA","PConc",3,"TA","BLQ","Unf",319,1383,"GasA","TA","Y","SBrkr",1383,0,0,1383,1,0,1,0,3,1,4,6,"Typ",1,"Attchd",1,354,"TA","Y",6,2008,165000
90,"RL",7018,"Reg","Bnk","SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","None",4,"TA","Slab",3.26141953619115,NA,NA,NA,0,0,"GasA","TA","Y","SBrkr",1535,0,0,1535,0,0,2,0,4,2,4,8,"Typ",0,"Attchd",2,400,"TA","Y",6,2009,118858
60,"RL",7056,"Reg","Lvl","NAmes","Norm","Norm","1Fam","2Story",6,5,1963,1963,"Hip","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","BLQ","Unf",380,780,"GasA","TA","Y","SBrkr",983,813,0,1796,1,0,1,1,4,1,4,8,"Typ",1,"Attchd",2,483,"TA","Y",10,2008,140000
30,"RM",8765,"Reg","Lvl","IDOTRR","Norm","Norm","1Fam","1Story",4,6,1936,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","BrkTil",4,"TA","ALQ","Unf",666,951,"GasA","Ex","N","SBrkr",951,0,0,951,0,0,1,0,2,1,4,6,"Typ",0,"Detchd",1,327,"TA","Y",4,2006,106500
90,"RL",7018,"Reg","Lvl","SawyerW","Feedr","Norm","Duplex","2Story",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","None",4,"TA","Slab",3.26141953619115,NA,NA,NA,0,0,"GasA","TA","Y","SBrkr",1120,1120,0,2240,0,0,2,0,6,2,4,12,"Typ",0,"Detchd",2,528,"TA","Y",6,2009,142953
20,"RL",12919,"IR1","Lvl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2009,2010,"Hip","CompShg","VinylSd","VinylSd","Stone",1,"TA","PConc",1,"TA","GLQ","Unf",142,2330,"GasA","Ex","Y","SBrkr",2364,0,0,2364,1,0,2,1,2,1,1,11,"Typ",2,"Attchd",3,820,"TA","Y",3,2010,611657
20,"RL",6993,"Reg","Lvl","Sawyer","Feedr","Norm","1Fam","1Story",5,7,1961,1994,"Gable","CompShg","HdBoard","Plywood","None",4,"TA","CBlock",4,"TA","BLQ","Unf",447,912,"GasA","TA","Y","SBrkr",1236,0,0,1236,0,0,1,0,3,1,4,6,"Typ",1,"Attchd",1,288,"TA","Y",6,2006,135000
20,"RL",7340,"IR1","Lvl","NAmes","Norm","Norm","1Fam","1Story",4,6,1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",4,"TA","ALQ","Unf",536,858,"GasA","TA","Y","SBrkr",858,0,0,858,0,0,1,0,2,1,4,4,"Typ",0,"Detchd",1,684,"TA","Y",6,2007,110000
20,"RL",8712,"IR1","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,7,1957,2000,"Hip","CompShg","MetalSd","MetalSd","None",4,"Gd","CBlock",4,"TA","BLQ","Unf",132,992,"GasA","TA","Y","SBrkr",1306,0,0,1306,1,0,1,0,2,1,4,5,"Typ",0,"Detchd",1,756,"TA","Y",5,2009,153000
60,"RL",7875,"Reg","Lvl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","Unf","Unf",783,783,"GasA","Ex","Y","SBrkr",807,702,0,1509,0,0,2,1,3,1,3,8,"Typ",1,"Attchd",2,393,"TA","Y",7,2006,180000
20,"RL",14859,"IR1","HLS","Gilbert","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","Unf","Unf",1670,1670,"GasA","Ex","Y","SBrkr",1670,0,0,1670,0,0,2,0,3,1,3,7,"Typ",1,"Attchd",3,690,"TA","Y",8,2006,240000
20,"RL",6173,"IR1","Lvl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Gable","CompShg","HdBoard","Wd Sdng","BrkFace",4,"TA","CBlock",4,"TA","GLQ","Unf",277,876,"GasA","TA","Y","SBrkr",902,0,0,902,0,0,1,0,3,1,4,6,"Typ",0,"Attchd",1,288,"TA","Y",8,2007,125500
20,"RL",9920,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","HdBoard","HdBoard","Stone",4,"TA","CBlock",4,"TA","Rec","LwQ",412,1056,"GasA","TA","Y","SBrkr",1063,0,0,1063,1,0,1,0,3,1,4,6,"Typ",0,"Attchd",1,280,"TA","Y",2,2010,128000
20,"RL",13501,"IR1","Lvl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","GLQ","Unf",1560,1623,"GasA","Ex","Y","SBrkr",1636,0,0,1636,1,0,2,0,3,1,3,8,"Typ",1,"Attchd",3,865,"TA","Y",6,2007,255000
50,"RL",11500,"IR1","Lvl","Crawfor","Norm","Norm","1Fam","1.5Fin",7,7,1936,1987,"Gable","CompShg","BrkFace","BrkFace","None",3,"TA","CBlock",3,"TA","Rec","Unf",794,1017,"GasA","Gd","Y","SBrkr",1020,1037,0,2057,0,0,1,1,3,1,3,6,"Typ",1,"Attchd",1,180,"Fa","Y",6,2006,250000
20,"RL",8885,"IR1","Low","Mitchel","Norm","Norm","1Fam","1Story",5,5,1983,1983,"Gable","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",3,"TA","BLQ","ALQ",239,864,"GasA","TA","Y","SBrkr",902,0,0,902,1,0,1,0,2,1,4,5,"Typ",0,"Attchd",2,484,"TA","Y",6,2006,131000
60,"RL",12589,"IR2","Lvl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","Unf","Unf",742,742,"GasA","Ex","Y","SBrkr",742,742,0,1484,0,0,2,1,3,1,3,8,"Typ",1,"Attchd",2,390,"TA","Y",6,2009,174000
